Method,Metric,Average,All 50 values
SR,,,
,SSIM,0.9708497278440604,"[0.9775435126423074, 0.9267340006869761, 0.9801564681751661, 0.9875698478693663, 0.9645533881607994, 0.988127162773722, 0.959692106408919, 0.9804525309667049, 0.9698712301384079, 0.977991653977753, 0.9810872278243767, 0.9657091428349864, 0.9374721647210454, 0.9914809233401191, 0.9677717057334162, 0.947892366132792, 0.9387536655151122, 0.991891507902437, 0.9817102395639644, 0.9796101863999391, 0.9810073482514942, 0.9833027850033123, 0.9743421668575131, 0.9716173015688909, 0.9609822867273244, 0.9954037566321182, 0.982604544671115, 0.9779660047833745, 0.9548892225833088, 0.9706887411604387, 0.9905158592549826, 0.9683941160107744, 0.9332873725059062, 0.9701299500134283, 0.9781328809415016, 0.9677321847882231, 0.9861005718246317, 0.9375384391622618, 0.9719606650898065, 0.9718262573256076, 0.9750602989678757, 0.9539620085565509, 0.986631723970851, 0.9749678502385479, 0.9823924234700403, 0.9380845160582317, 0.9794494620725676, 0.9660624488378784, 0.9738071141980962, 0.9875750589080491]"
,PSNR,47.41185089607362,"[47.925653829615555, 43.85705137562702, 48.40871895782941, 48.50798327224298, 47.14299477778917, 51.78616502839983, 45.914356116865775, 47.663800955293816, 45.63893331075799, 46.126406012646555, 49.57416111281633, 48.30303494140232, 41.98425695103212, 48.81769515354088, 45.27804421796706, 46.0074861381256, 39.32313564380896, 51.04063765107515, 46.91832461357248, 47.375328714760684, 48.473321004018466, 45.850828779402676, 43.4906928113428, 50.443153297889054, 49.72004179270285, 56.372488849136666, 49.76515608660628, 46.343298340718526, 43.816070036807474, 44.23860936730482, 49.64217993520596, 48.08642048297731, 46.02717942189294, 50.30870341679905, 46.724883984480876, 47.30987212716681, 51.41691612099337, 44.74300316775299, 49.01616795058574, 46.312578552096454, 46.84835768583703, 43.22073305634348, 52.77752536360559, 48.214371019030466, 49.56836569810713, 45.247235383853635, 47.80882393228922, 46.600846271993845, 45.24987887575218, 49.360673215817634]"
,mSSIM,0.3024042972334942,"[0.3485182489027427, 0.17737843880565732, 0.3308288583544897, 0.6099737543896978, 0.2485331087520584, 0.11126843225313938, 0.21836790875738257, 0.3913226215546022, 0.34189010681581683, 0.33297050789891847, 0.12180696410039951, 0.07303273731147608, 0.44067487947245515, 0.7141119598043505, 0.39021635611908795, 0.200152914567284, 0.5881094662426795, 0.44436809603900357, 0.47118818626108333, 0.3852745962431887, 0.33436738692207263, 0.4472096443673052, 0.5598943377037251, 0.029395463352344928, 0.021004606319459666, 0.1795672634081149, 0.2560805550182962, 0.5662075293383246, 0.3792798673870767, 0.5278070595275424, 0.4161112746923761, 0.22357798673380527, 0.1301013218060769, 0.10262141215973983, 0.3781570003975389, 0.2537346269958926, 0.24514642062255057, 0.16146944559874196, 0.1378749619105158, 0.3287262265008479, 0.27190951182909684, 0.35051675715724095, 0.03731765243387207, 0.250345420346914, 0.2281980551490148, 0.14665231314870356, 0.25011179038849934, 0.1859828143523651, 0.3333280454285327, 0.44752996803260914]"
,mPSNR,9.803375412845496,"[10.043435592331821, 10.853344346822082, 10.524183020433144, 12.91222633173536, 9.609231151892956, 9.457392491057718, 10.02817958842391, 9.414566778021747, 10.46530121983773, 8.962144581610094, 9.6171539550969, 8.135281222473267, 7.99587499760584, 11.654249272994551, 10.798340905588583, 9.490431712973244, 9.29566145205442, 10.160189156861442, 9.427699087793135, 10.021032149606894, 11.09287974820456, 9.219320612606111, 8.128941825502693, 9.722594638710062, 9.885762057412034, 11.218147325169932, 10.26880399155337, 10.65442417120938, 9.733933870918209, 7.920563446300882, 9.558852261897504, 10.269757031257644, 9.870334821598112, 9.676057980863309, 10.086552120284523, 9.855470150478652, 9.092201163473149, 10.061765117357453, 9.295394760292115, 9.365904938111129, 9.061854006448959, 9.64457664436793, 10.889933589635417, 10.485251318097028, 10.059326663004036, 10.542259052541825, 9.822333308300069, 9.636890114830264, 8.689764188032383, 7.493000708601069]"
FGT,,,
,SSIM,0.9989059375045568,"[0.9992944884272009, 0.9975372132147071, 0.999384011171414, 0.9997192649302384, 0.9986529260830364, 0.9995307149378493, 0.9986335911318536, 0.9992856237787904, 0.9991080182651221, 0.9987276984161956, 0.9993456915207525, 0.9980366772150591, 0.9975718610728093, 0.9995218612853533, 0.998862712767683, 0.997883146200484, 0.9966689008673644, 0.9998040093754857, 0.9987566869181322, 0.9991793116991254, 0.9989306200479656, 0.9994447450888105, 0.9976240241117886, 0.99887885141653, 0.9982592575662693, 0.9995365228547067, 0.9992683379614921, 0.9992563037380218, 0.9978510539023091, 0.9987951312872818, 0.9997367815844534, 0.9983991263721023, 0.9975361963373622, 0.9984593090886024, 0.9992809463399862, 0.9989021065773137, 0.9996887263021749, 0.9988520923285892, 0.9993478374303275, 0.9991842113887826, 0.9994473400232623, 0.9988569341004926, 0.9997222932187032, 0.9993396233059556, 0.9994514359430337, 0.9983933792362638, 0.9994458766801692, 0.999281149637058, 0.9991259329565639, 0.9994963191228111]"
,PSNR,56.87861510225747,"[59.07554624835492, 53.116692237153714, 57.38541993033479, 63.30775116791238, 54.15653363838221, 59.39588539979539, 55.158716019621615, 57.84898511372351, 57.2791907979468, 55.524928148592025, 59.35529722609295, 52.85244300794682, 52.64216984592967, 57.45455515702367, 55.35038335732107, 53.06722548525606, 50.42746222799835, 64.0994394573312, 52.4849374264959, 57.154571627424254, 55.632983241702846, 59.72294180187136, 50.35133362365272, 56.189508092982024, 54.87454607067277, 59.759082011330236, 57.44880536689241, 57.906720390885305, 53.40130170017699, 55.32765384990966, 62.79808893545357, 53.50615202967429, 52.31580548300728, 54.674820251508535, 58.078777459854166, 55.080974300192935, 62.69641091033003, 56.33613517506529, 59.15157503379261, 57.30181803926392, 59.419660704533264, 55.7319894450631, 62.50577533511546, 58.146350897540444, 59.270255981375264, 54.961197965065935, 59.01343388669761, 58.49889847681891, 57.30020901251165, 59.38941611929665]"
,mSSIM,0.968469282382917,"[0.973994703306342, 0.9686658276658617, 0.9723903479228062, 0.9852677679191997, 0.9734807676082583, 0.9483170176467799, 0.9666951047506606, 0.9654973172708636, 0.9760388776558054, 0.9427286282381707, 0.9677300389321704, 0.9365301438427884, 0.9794485710231294, 0.9845573580301084, 0.9723919253693267, 0.9630876371739889, 0.9766812704428429, 0.9818505151459431, 0.9577770772809157, 0.9694518273948226, 0.9513765423150973, 0.9789703830819353, 0.9586502402930626, 0.9597439155530814, 0.9433619949115172, 0.8814885816681586, 0.9626859851019296, 0.9848889013415018, 0.964461862074961, 0.9790461335595629, 0.9779602818625206, 0.9557634283510724, 0.9653036695894668, 0.9521049959495633, 0.9766239772017323, 0.9727240014791756, 0.9770274515448654, 0.9822720146443361, 0.9807497464005157, 0.9775968866374509, 0.9810240329745915, 0.9813943414235219, 0.98149398816996, 0.9781772280244061, 0.9745024528713737, 0.9746247567042159, 0.977053306007681, 0.9802297382703566, 0.9756604439892961, 0.9739201125281405]"
,mPSNR,45.480510458590096,"[46.88507850606655, 46.045238662054174, 44.83628857415263, 49.75486442541269, 41.50424884709295, 42.78666101272851, 46.51772610515047, 46.47057689510305, 46.603688921730246, 41.398913870034704, 46.34713761503039, 41.842319021444126, 45.32926089168373, 42.62895848334918, 46.15960236086538, 44.2594734986894, 44.78219556904392, 48.0561624055029, 39.54163998725254, 45.719648778956426, 42.550208206179114, 47.5989125501113, 39.8812296947018, 43.942390509764934, 44.04621939373901, 42.09106201916771, 45.225408896223165, 46.27384737098037, 43.85391934967067, 43.86692882773629, 47.68812559534621, 44.02364651339536, 45.018747887436575, 43.98908664221901, 47.09448414488263, 45.312037764238696, 48.25794472713284, 49.212104081156824, 48.86406443838571, 46.40242398863212, 48.38549191196283, 47.65434236753939, 48.1886621805834, 47.52666451046649, 46.269471635180885, 47.34229509215438, 47.4708409576185, 48.25999754039077, 46.02237247018507, 44.24290723097914]"
