Method,Metric,Average,All 50 values
SR,,,
,SSIM,0.9683820710795807,"[0.9787713616930077, 0.9849633087148558, 0.9792170083403334, 0.9861564122129032, 0.980699245430487, 0.9772015366217947, 0.9688507312517864, 0.9660109691660569, 0.9802804705986216, 0.9609953187613992, 0.9758167359588331, 0.9280550851423426, 0.9520633803287911, 0.9450607779556788, 0.9647179699119697, 0.9866112436306422, 0.9624580436299998, 0.9679587978970069, 0.96812779060834, 0.9555946307775439, 0.9811971495055184, 0.9637597313732101, 0.927111850837714, 0.9254699912555463, 0.9415010872996864, 0.9685773470300494, 0.9885821401240532, 0.9883173018922634, 0.9623175150360416, 0.9756922379018049, 0.9743590108759811, 0.9497801870263497, 0.9781883480844256, 0.9447556005254804, 0.9499731742268679, 0.9803715568354537, 0.9625281544215544, 0.9393016656004002, 0.986211302393286, 0.9821207274569592, 0.9812094842810182, 0.9634387996678804, 0.9876070594664282, 0.9773278468534151, 0.9910125012997534, 0.9751918903889374, 0.9676262967830515, 0.9916172919819514, 0.9813467280999856, 0.9629987568215735]"
,PSNR,46.998442311265784,"[48.49768131250349, 48.9277839294752, 50.43241230442909, 51.1990041974439, 47.58013646172464, 47.214368068986786, 49.56222854427848, 44.82712099030528, 46.228479890827856, 48.22260959810339, 46.797475532506795, 39.01556245736219, 41.28013456257808, 44.48947541778293, 46.63472844173404, 53.21945732159871, 47.52537715854365, 47.28383607087319, 46.47944962852481, 45.81015970518554, 46.84952233083986, 47.08821223410255, 41.39109476468799, 43.29525873943115, 44.14723850444581, 46.822670072924915, 51.837713635434106, 49.56962567412855, 44.1623299094229, 50.34179962309351, 46.37832286901018, 43.68584223126179, 47.7090469608723, 44.17676604151879, 45.69331994678695, 46.60329430353292, 47.95629148499189, 44.60548637510758, 52.598675906807884, 50.11908585520469, 47.565019174085606, 45.97952712400223, 47.688728068656765, 48.143337804488695, 51.35452552662689, 44.24667887626269, 47.17924131167423, 50.05794383162573, 48.264032087106266, 43.18400270038592]"
,mSSIM,0.2307805183740583,"[0.23680742884578576, 0.29096678580640284, 0.050376543577010637, 0.19184376934923242, 0.4403568064098603, 0.15348984885386074, 0.14499586556146318, 0.3050604934362896, 0.41398713011683735, 0.027731804472172432, 0.1969896295015709, 0.504946478343753, 0.5263431835744202, 0.16866384681712637, 0.19426406004735647, 0.05001564315652548, 0.05036514088971009, 0.11727556758883843, 0.20982331556475048, 0.2135975525790269, 0.36820277468460083, 0.09864083273072055, 0.312569494736469, 0.09022147958641195, 0.21776691916201904, 0.13856219804006822, 0.127262102351133, 0.47967300107736527, 0.28135418246996624, 0.051418474531787835, 0.2569576948963117, 0.1990049210352475, 0.23158834757144275, 0.14077431307629512, 0.18485817738459734, 0.31406435202461885, 0.051728368177274345, 0.08977279387532137, 0.028891974555862506, 0.05752875882891418, 0.31014921123163264, 0.23835327291363834, 0.5998721272442227, 0.2805387654542336, 0.15331253225496771, 0.5254805557478792, 0.17574565207989343, 0.37035271537248055, 0.2172750894140209, 0.4592039417015284]"
,mPSNR,8.46204975457477,"[8.752782816575492, 8.223776717766043, 8.795415375878207, 8.436933703628647, 8.510174379182606, 7.892643190673025, 8.325895263088917, 8.915126252994947, 8.347693409627738, 7.888549085638844, 8.159983734780061, 8.520179718910388, 8.751607095851119, 8.914148790280008, 8.351581981182761, 8.995075682323643, 8.416125803931234, 8.659697518694673, 8.320214257451372, 8.45025581156942, 7.7806854184835474, 8.422244388752949, 8.395551792252583, 8.508175679116153, 8.13034531519866, 9.57983161808716, 8.345299224927999, 8.46379191142293, 8.613960277488474, 8.536839963577549, 8.369070125944685, 8.744880203942287, 8.519020058765019, 8.11282345184263, 8.598653373175324, 9.182933670283122, 8.217745035057726, 8.330029618864959, 8.496100368196394, 8.386345345090719, 8.13825750787287, 8.260604044833613, 7.916536048017743, 8.706731388688354, 8.224400673340636, 7.654166045521416, 8.427370071615925, 8.707245608271512, 8.136118192383528, 9.568870717692802]"
FGT,,,
,SSIM,0.9944786369159191,"[0.9972555011728178, 0.9969507766400443, 0.9971846109345597, 0.9976700147935303, 0.9969491916215492, 0.9957415167649053, 0.9960228057037116, 0.9941581856133695, 0.9963211413757674, 0.9932606446751859, 0.9960236187902393, 0.9813056644425981, 0.9903198844220635, 0.9908000547179941, 0.9948706110200626, 0.998012146893943, 0.9957125204983046, 0.9952402418952605, 0.996356750892479, 0.9932406366130117, 0.9967573982625854, 0.9948340669047216, 0.9897745348310941, 0.9856044049085847, 0.9918062370827997, 0.9953345881606185, 0.9981300071856078, 0.9978103068307068, 0.9939673892895424, 0.9954845630047441, 0.9960960045088957, 0.9907931249152219, 0.9962736376666447, 0.9883373008441149, 0.9917099098939035, 0.9942043280787639, 0.9944038869589081, 0.9890901941830537, 0.9977043631414103, 0.9974898932797182, 0.9972444705968475, 0.9933008571109695, 0.9969747093393777, 0.996632113128864, 0.9977331991495171, 0.9899558800230159, 0.9943945301330475, 0.9980503161211706, 0.9978901144836186, 0.9927529962964871]"
,PSNR,50.116578448572064,"[52.507685611661685, 52.82572728463848, 52.087189744583696, 53.90971691771763, 52.655310546315796, 50.894890690007344, 51.22634307253428, 49.342255839491436, 51.75283529336284, 48.932708545990316, 51.41386419446127, 44.21050141376056, 47.57432311958678, 46.8732620313446, 49.684699910150734, 53.33078411207515, 49.98981582870488, 49.71403044460181, 50.779041655208786, 48.48032942078258, 52.19050244667156, 49.22267647893845, 47.11302369132217, 44.913682065687716, 47.629499898168355, 49.375209164649895, 54.36373007479737, 54.365973979168345, 48.45099006289169, 49.87285109657133, 50.98734347600295, 46.97611906348621, 50.44860341469914, 45.83274649519254, 47.49951457540235, 47.52921023599359, 49.46423026550994, 46.33346345397658, 53.35412811861411, 52.49881252437386, 52.17408436477874, 48.38018387750772, 51.9908752395434, 51.93026281458219, 53.36749413043066, 46.283125528198816, 49.29490387543679, 54.44334117352889, 53.67322595520004, 47.68379921029695]"
,mSSIM,0.8579008814083768,"[0.8891476346691866, 0.8318379096740945, 0.8838081138383018, 0.8317959449100102, 0.9007099124422117, 0.8160798117691993, 0.8893763677148606, 0.8600147170139254, 0.8825496472883347, 0.8149120095683476, 0.8364060452524212, 0.867861721185002, 0.90277688290126, 0.8625544115322944, 0.8703021540029487, 0.8681081441075218, 0.8862558507267313, 0.8524708867093769, 0.9016213115037222, 0.8724927916295743, 0.8835478902602171, 0.8675668056120577, 0.8949926633065162, 0.8086154909193191, 0.8875965948933869, 0.8713252916395876, 0.8708820291341456, 0.9000990784842825, 0.8639880157388106, 0.8223129183218185, 0.8833165771347015, 0.8439494834076884, 0.839008203263004, 0.7955013108436889, 0.8520027151269493, 0.7980634397049364, 0.8446410409576448, 0.8298619976518379, 0.8253895276441966, 0.8457391391468886, 0.8910566683471104, 0.841742186623612, 0.8996418615444568, 0.8805348004416204, 0.7499929731394307, 0.7863740770486073, 0.8703527502907021, 0.8383463805192893, 0.8978925842914969, 0.8896273065415121]"
,mPSNR,38.70298206734925,"[40.71176472993071, 39.26718528714509, 40.17824302074408, 39.82044212303925, 40.454112625213696, 38.40518940659048, 38.09350562584507, 38.15672824935234, 40.03851192617613, 39.378916948012915, 39.86344832384462, 37.733631793847096, 40.03311966262367, 38.66269393955873, 40.06030388694626, 39.63186406549416, 39.95281975437874, 39.72129519300167, 40.00122717224901, 40.02929777498464, 40.02284226277841, 39.37627018079479, 40.66152806032291, 37.65726093445349, 39.9666595795979, 39.38714041311404, 39.28095100986241, 40.69943991492401, 39.29319992905748, 38.492788892467956, 40.36249517382522, 36.45906760868108, 36.41471752341261, 33.367690206421194, 38.901935416684275, 29.298095730430298, 38.922464485594176, 38.5223400001742, 39.02386530379598, 39.71399201018403, 39.60576554676627, 38.423269532248, 37.374484845887665, 40.399788863832136, 36.54105668677147, 29.94631490254743, 38.87830854951179, 38.749263999720114, 41.097734165314904, 38.11407012930752]"
