Method,Metric,Average,All 50 values
SR,,,
,SSIM,0.9713457679612495,"[0.9919870777875374, 0.9571161285815887, 0.9679404983149734, 0.9732820746733125, 0.9800984749825866, 0.9601268001562439, 0.9483168685523715, 0.9850261103501105, 0.9626427653951559, 0.9644845236480158, 0.9920664798052519, 0.9384401822083145, 0.9691692699230626, 0.9785652790956602, 0.9865588857319869, 0.9641658380084147, 0.9718041745899461, 0.9843927465462853, 0.9906864327985453, 0.9828805714797039, 0.9766756037807157, 0.9617859056429902, 0.9664487800613591, 0.963557854434946, 0.9683197812962273, 0.9721704582800089, 0.9649970550064428, 0.9924624767302745, 0.9873198911065564, 0.9856835166475374, 0.9605138834680372, 0.9655038516787323, 0.9527067645981564, 0.9834079636714631, 0.9797019847078402, 0.9406423309178295, 0.9653230198836953, 0.9575162862201622, 0.988438169829124, 0.9726191774243546, 0.973430848655699, 0.9809605309634204, 0.9484267895842983, 0.9278134074564521, 0.9809836844319694, 0.9796608325946493, 0.9889871756574768, 0.9768552447071661, 0.969683056803329, 0.9849408891924979]"
,PSNR,47.3251292453575,"[54.88652612366555, 45.51468183627247, 45.86899786338567, 49.20369958470246, 47.60772709477314, 45.54393480446046, 45.89854008713432, 52.224299978194146, 47.965100498372436, 44.49251923078022, 52.03235005089718, 42.22934554956979, 47.41054609317298, 46.65958474326903, 50.81313045085426, 44.865122023890336, 45.70373473058667, 49.865031931811636, 49.237989272075716, 48.359948030552175, 50.018027450330024, 48.06598224031552, 47.498069597970265, 47.153563064469886, 48.21296208858047, 44.53306068542674, 44.25057526352283, 50.65536839409659, 52.31671140072561, 46.62555328578699, 43.42313911335413, 46.29319263827176, 43.584024234283575, 49.82648011322929, 48.216799294434665, 45.985481025000006, 44.5979257021077, 44.872240064096935, 52.46276773244098, 48.39263239855668, 50.31787384694468, 46.64635975037047, 43.606086432742366, 43.509040646896324, 46.50299423900152, 49.11002361117191, 49.53190642430623, 43.96993657312844, 42.34710466833029, 47.347770309560744]"
,mSSIM,0.22246939267336377,"[0.0704521051651308, 0.2403978809456017, 0.18033846814135712, 0.05767710854898815, 0.24373148267562553, 0.22336908263722507, 0.11290720392496742, 0.02388803934843726, 0.03689742402579113, 0.3079430656123606, 0.1545253249675236, 0.43808536183058105, 0.17060869245119556, 0.1999612499190363, 0.22300554825796343, 0.2339298820585059, 0.2827868953414791, 0.1002223192224483, 0.3050094737341055, 0.16170784886923747, 0.03993430180408656, 0.034497481134942484, 0.11671825026305209, 0.12333237975158162, 0.055204889474871705, 0.4639039117800206, 0.22289160356078414, 0.4087916947262204, 0.022779934540288677, 0.5735299027654195, 0.3277046134975379, 0.21963672986070376, 0.25227213896635464, 0.2073545550605165, 0.284146186062084, 0.06331157012126379, 0.3143989388394455, 0.33647028903900256, 0.08541839172708954, 0.11066001464399293, 0.03991194627195401, 0.35882352282498897, 0.1815327896034638, 0.108783082998462, 0.29721395807859996, 0.06134741431531352, 0.5133595948931617, 0.5641564199461689, 0.4955932604367826, 0.4723454090024717]"
,mPSNR,8.60680726794088,"[10.126701528610152, 9.051424023869497, 8.227520355872459, 7.567160008531998, 8.972819162247886, 8.616536620347667, 8.337330254679811, 8.97406836036428, 7.812735726271431, 9.014297295338515, 9.225984493224406, 8.902534317248294, 8.182950544776764, 8.141773146899084, 8.966621704540717, 9.265343180294927, 9.061985690639824, 8.932669274950888, 10.126253020329674, 8.598476253520513, 8.793311778707027, 8.566953227107616, 8.34411293125801, 8.659897262493777, 8.555874040126362, 8.257515456351726, 8.293644071972182, 10.417010001510924, 8.892933888404013, 9.116834922032687, 8.259040044663138, 8.676906828971454, 7.273994889886652, 9.179194976029502, 8.281952964854696, 8.273312727993655, 8.301052688806331, 8.354519627593408, 7.980880850332519, 7.40459136905928, 8.07201072715085, 7.45627715627651, 7.931186767318694, 8.747029952816694, 8.12263961001415, 8.67121604552899, 9.491844321721668, 8.1304408326244, 8.643550381308692, 9.085448091569596]"
FGT,,,
,SSIM,0.9968401837964006,"[0.9992777015108817, 0.9948888582111358, 0.9971768791408445, 0.9972049523391079, 0.9980035681273218, 0.9953638020414918, 0.9886912436616369, 0.9973580646693896, 0.9944093541020725, 0.9917407286306049, 0.9993208872389726, 0.9913210227227686, 0.9962311177940505, 0.9971178190580462, 0.9990163454301011, 0.995956990018905, 0.9975952496065026, 0.998415457881506, 0.9992021134947007, 0.9967808382568037, 0.9970558200704082, 0.9937899680795717, 0.9964661098735249, 0.9959903987821462, 0.9961194846371652, 0.9963943442698385, 0.9972675244373382, 0.9991582578754162, 0.9989724821819875, 0.9988309852029197, 0.9956998532340743, 0.9966908174533634, 0.9953718060666713, 0.9982672451627227, 0.9985525332553152, 0.9954453423400528, 0.997957710337159, 0.9969077516744198, 0.9992972053308079, 0.9980790251713613, 0.9985251631478853, 0.9982658734560079, 0.996043592374663, 0.9935329539081855, 0.9984052540811067, 0.9983799494976343, 0.9991263149962367, 0.9975309559134004, 0.9968863992023915, 0.9979250738694173]"
,PSNR,52.08207600300947,"[56.7381910599109, 49.29724569027792, 50.5132278911319, 51.901288763458155, 52.82663492627616, 49.78885653436882, 45.96968699888735, 52.228171975495734, 49.368436376786285, 47.263318670516256, 57.57902961236242, 47.163432958353184, 49.63544008283474, 51.28680243798618, 57.269544104375036, 49.778523320397206, 52.38080049655389, 52.39692969435897, 56.557567101926196, 51.52284305377197, 51.831330408561094, 48.5022987707552, 50.69300525401054, 50.19524800850991, 50.07555707847415, 51.24830012202996, 50.65931425212024, 56.967703540845946, 55.59595258308158, 54.85210201446997, 49.28578694290118, 50.778983849397534, 50.13667012233508, 53.27074025392377, 55.04547441615884, 48.9955011110971, 52.297037908162345, 51.210263829641335, 58.076170724668586, 53.27396306634949, 54.044287468710586, 54.46360235863628, 50.47170029664869, 47.22595845283699, 53.875100087807084, 53.66593803883815, 56.94297018635652, 53.31307316378865, 52.473377301630386, 53.17041678769753]"
,mSSIM,0.9124091059961157,"[0.930305999683409, 0.9180028945354541, 0.9189494599530306, 0.8870609000680806, 0.9171444095388943, 0.904187759172723, 0.7902532417209697, 0.8137231853747637, 0.8490323643892697, 0.8136637696018866, 0.9160645686529479, 0.9026549095601366, 0.9152981519507962, 0.8743567572218081, 0.9254865140479127, 0.9077623606152062, 0.938219906165881, 0.9091062840869838, 0.9275926974003539, 0.8458205782387729, 0.8688256576886694, 0.8496619538509416, 0.8933346870940744, 0.9009120805739484, 0.8884525067234217, 0.9234482644242622, 0.9356743316290541, 0.9347583738619019, 0.9172382514734142, 0.963269764431915, 0.9231635717007737, 0.9232652340198925, 0.9217980897309019, 0.9117129399947745, 0.9476525825528856, 0.9272234853695541, 0.958461425326885, 0.9498569122005641, 0.9432998888643115, 0.942917995320167, 0.9490634382544311, 0.9376032311010929, 0.9292411950918533, 0.9212921787801276, 0.9457943248845818, 0.9351282210664148, 0.9547025769807345, 0.9500480250277871, 0.9416836344287418, 0.9262837653784142]"
,mPSNR,40.458716306274724,"[40.47513688896197, 40.66001577347948, 40.216442815244164, 40.818567001619726, 40.7709437849584, 39.132102979091684, 34.66860120870033, 37.02297713903805, 36.85504902578011, 35.25274289658338, 40.92342765380308, 39.46019640706342, 37.87249162085803, 38.87003925373988, 42.90019559629382, 40.090015114790305, 42.48655431007467, 37.21027533063739, 42.29357424943814, 34.134796012345795, 39.7712737846104, 35.16025851366342, 39.53073152411385, 40.64728764093004, 38.8207626945305, 41.26169306363125, 40.76659714907943, 41.87412103733928, 40.547620011747426, 41.953283642553174, 39.92391793994769, 40.050209906684834, 41.6748742474961, 40.39491774242421, 43.38481650343855, 41.3172494377491, 43.088303238311035, 43.2310788793034, 42.72611845101973, 42.993788082396314, 43.84763968359424, 42.25196147301485, 42.37939582878348, 40.93201195366038, 42.97625559493078, 41.42176058673765, 42.067438833130105, 42.46140403214733, 43.02426368890672, 40.340635085358834]"
